symbol	kind	current_symbol
AKIRIN1	approved	AKIRIN1
AKIRIN1P1	approved	AKIRIN1P1
AKIRIN1P2	approved	AKIRIN1P2
AKIRIN2	approved	AKIRIN2
AKIRIN2P1	approved	AKIRIN2P1
AKNA	approved	AKNA
AKNAD1	approved	AKNAD1
AKR1A1	approved	AKR1A1
AKR1B1	approved	AKR1B1
AKR1B10	approved	AKR1B10
AKR1B10P1	approved	AKR1B10P1
AKR1B10P2	approved	AKR1B10P2
AKR1B15	approved	AKR1B15
AKR1B1P1	approved	AKR1B1P1
AKR1B1P2	approved	AKR1B1P2
AKR1B1P3	approved	AKR1B1P3
AKR1B1P4	approved	AKR1B1P4
AKR1B1P5	approved	AKR1B1P5
AKR1B1P6	approved	AKR1B1P6
AKR1B1P7	approved	AKR1B1P7
AKR1B1P8	approved	AKR1B1P8
AKR1C1	approved	AKR1C1
AKR1C2	approved	AKR1C2
AKR1C3	approved	AKR1C3
AKR1C4	approved	AKR1C4
AKR1C5P	approved	AKR1C5P
AKR1C6P	approved	AKR1C6P
AKR1C7P	approved	AKR1C7P
AKR1C8	approved	AKR1C8
AKR1D1	approved	AKR1D1
AKR1D1P1	approved	AKR1D1P1
AKR1E2	approved	AKR1E2
AKR7A2	approved	AKR7A2
AKR7A2P1	approved	AKR7A2P1
AKR7A2P2	approved	AKR7A2P2
AKR7A3	approved	AKR7A3
AKR7L	approved	AKR7L
AKT1	approved	AKT1
AKT1S1	approved	AKT1S1
AKT2	approved	AKT2
AKT3	approved	AKT3
AKT3-IT1	approved	AKT3-IT1
AKTIP	approved	AKTIP
AKTIPP1	approved	AKTIPP1
AKTIPP2	approved	AKTIPP2
AKTIPP3	approved	AKTIPP3
ALAD	approved	ALAD
ALAS1	approved	ALAS1
ALAS2	approved	ALAS2
ALB	approved	ALB
ALCAM	approved	ALCAM
ALDH16A1	approved	ALDH16A1
ALDH18A1	approved	ALDH18A1
ALDH1A1	approved	ALDH1A1
ALDH1A2	approved	ALDH1A2
ALDH1A2-AS1	approved	ALDH1A2-AS1
ALDH1A3	approved	ALDH1A3
ALDH1A3-AS1	approved	ALDH1A3-AS1
ALDH1B1	approved	ALDH1B1
ALDH1L1	approved	ALDH1L1
ALDH1L1-AS1	approved	ALDH1L1-AS1
ALDH1L1-AS2	approved	ALDH1L1-AS2
ALDH1L2	approved	ALDH1L2
ALDH2	approved	ALDH2
ALDH3A1	approved	ALDH3A1
ALDH3A2	approved	ALDH3A2
ALDH3B1	approved	ALDH3B1
ALDH3B2	approved	ALDH3B2
ALDH4A1	approved	ALDH4A1
ALDH5A1	approved	ALDH5A1
ALDH6A1	approved	ALDH6A1
ALDH7A1	approved	ALDH7A1
ALDH7A1P1	approved	ALDH7A1P1
ALDH7A1P2	approved	ALDH7A1P2
ALDH7A1P3	approved	ALDH7A1P3
ALDH7A1P4	approved	ALDH7A1P4
ALDH8A1	approved	ALDH8A1
ALDH9A1	approved	ALDH9A1
ALDOA	approved	ALDOA
ALDOAP1	approved	ALDOAP1
ALDOAP2	approved	ALDOAP2
ALDOB	approved	ALDOB
ALDOC	approved	ALDOC
ALDOC-AS1	approved	ALDOC-AS1
ALG1	approved	ALG1
ALG10	approved	ALG10
ALG10B	approved	ALG10B
ALG11	approved	ALG11
ALG12	approved	ALG12
ALG13	approved	ALG13
ALG13-AS1	approved	ALG13-AS1
ALG14	approved	ALG14
ALG1L10P	approved	ALG1L10P
ALG1L11P	approved	ALG1L11P
ALG1L12P	approved	ALG1L12P
ALG1L13P	approved	ALG1L13P
ALG1L14P	approved	ALG1L14P
ALG1L15P	approved	ALG1L15P
ALG1L1P	approved	ALG1L1P
ALG1L2	approved	ALG1L2
ALG1L3P	approved	ALG1L3P
ALG1L5P	approved	ALG1L5P
ALG1L6P	approved	ALG1L6P
ALG1L7P	approved	ALG1L7P
ALG1L8P	approved	ALG1L8P
ALG1L9P	approved	ALG1L9P
ALG2	approved	ALG2
ALG3	approved	ALG3
ALG3P1	approved	ALG3P1
ALG5	approved	ALG5
ALG6	approved	ALG6
ALG8	approved	ALG8
ALG9	approved	ALG9
ALG9-IT1	approved	ALG9-IT1
ALK	approved	ALK
ALKAL1	approved	ALKAL1
ALKAL2	approved	ALKAL2
ALKBH1	approved	ALKBH1
ALKBH2	approved	ALKBH2
ALKBH3	approved	ALKBH3
ALKBH3-AS1	approved	ALKBH3-AS1
ALKBH4	approved	ALKBH4
ALKBH5	approved	ALKBH5
ALKBH6	approved	ALKBH6
ALKBH7	approved	ALKBH7
ALKBH8	approved	ALKBH8
ALLC	approved	ALLC
ALMS1	approved	ALMS1
ALMS1-IT1	approved	ALMS1-IT1
ALMS1P1	approved	ALMS1P1
ALOX12	approved	ALOX12
ALOX12B	approved	ALOX12B
ALOX12P1	approved	ALOX12P1
ALOX12P2	approved	ALOX12P2
ALOX15	approved	ALOX15
ALOX15B	approved	ALOX15B
ALOX15P1	approved	ALOX15P1
ALOX15P2	approved	ALOX15P2
ALOX5	approved	ALOX5
ALOX5AP	approved	ALOX5AP
ALOXE3	approved	ALOXE3
ALOXE3P1	approved	ALOXE3P1
ALPG	approved	ALPG
ALPI	approved	ALPI
ALPK1	approved	ALPK1
ALPK2	approved	ALPK2
ALPK2-AS1	approved	ALPK2-AS1
ALPK3	approved	ALPK3
ALPL	approved	ALPL
ALPP	approved	ALPP
ALPPP	approved	ALPPP
ALS2	approved	ALS2
ALS2CL	approved	ALS2CL
ALX1	approved	ALX1
ALX3	approved	ALX3
ALX4	approved	ALX4
ALYREF	approved	ALYREF
AMACR	approved	AMACR
AMANZI	approved	AMANZI
AMBN	approved	AMBN
AMBP	approved	AMBP
AMBRA1	approved	AMBRA1
AMD1	approved	AMD1
AMD1P1	approved	AMD1P1
AMD1P2	approved	AMD1P2
AMD1P3	approved	AMD1P3
AMD1P4	approved	AMD1P4
AMDHD1	approved	AMDHD1
AMDHD2	approved	AMDHD2
AMELX	approved	AMELX
AMELY	approved	AMELY
AMER1	approved	AMER1
AMER2	approved	AMER2
AMER3	approved	AMER3
AMFR	approved	AMFR
AMH	approved	AMH
AMHR2	approved	AMHR2
AMIGO1	approved	AMIGO1
AMIGO2	approved	AMIGO2
AMIGO3	approved	AMIGO3
AMLCR2	approved	AMLCR2
AMMECR1	approved	AMMECR1
AMMECR1-IT1	approved	AMMECR1-IT1
AMMECR1L	approved	AMMECR1L
AMMECR1LP1	approved	AMMECR1LP1
AMN	approved	AMN
AMN1	approved	AMN1
AMN1-AS1	approved	AMN1-AS1
AMOT	approved	AMOT
AMOTL1	approved	AMOTL1
AMOTL2	approved	AMOTL2
AMPD1	approved	AMPD1
AMPD2	approved	AMPD2
AMPD2-AS1	approved	AMPD2-AS1
AMPD3	approved	AMPD3
AMPH	approved	AMPH
AMT	approved	AMT
AMTN	approved	AMTN
AMY1A	approved	AMY1A
AMY1B	approved	AMY1B
AMY1C	approved	AMY1C
AMY2A	approved	AMY2A
AMY2B	approved	AMY2B
AMYP1	approved	AMYP1
AMZ1	approved	AMZ1
AMZ2	approved	AMZ2
AMZ2P1	approved	AMZ2P1
AMZ2P2	approved	AMZ2P2
AMZ2P3	approved	AMZ2P3
ANAPC1	approved	ANAPC1
ANAPC10	approved	ANAPC10
ANAPC10P1	approved	ANAPC10P1
ANAPC11	approved	ANAPC11
ANAPC13	approved	ANAPC13
ANAPC13P1	approved	ANAPC13P1
ANAPC15	approved	ANAPC15
ANAPC15P1	approved	ANAPC15P1
ANAPC15P2	approved	ANAPC15P2
ANAPC16	approved	ANAPC16
ANAPC1P1	approved	ANAPC1P1
ANAPC1P2	approved	ANAPC1P2
ANAPC1P3	approved	ANAPC1P3
ANAPC1P4	approved	ANAPC1P4
ANAPC1P5	approved	ANAPC1P5
ANAPC1P6	approved	ANAPC1P6
ANAPC2	approved	ANAPC2
ANAPC4	approved	ANAPC4
ANAPC4-AS1	approved	ANAPC4-AS1
ANAPC5	approved	ANAPC5
ANAPC7	approved	ANAPC7
ANCR	approved	ANCR
ANG	approved	ANG
ANGEL1	approved	ANGEL1
ANGEL2	approved	ANGEL2
ANGPT1	approved	ANGPT1
ANGPT2	approved	ANGPT2
ANGPT4	approved	ANGPT4
ANGPTL1	approved	ANGPTL1
ANGPTL2	approved	ANGPTL2
ANGPTL3	approved	ANGPTL3
ANGPTL4	approved	ANGPTL4
ANGPTL5	approved	ANGPTL5
ANGPTL6	approved	ANGPTL6
ANGPTL7	approved	ANGPTL7
ANGPTL8	approved	ANGPTL8
ANHX	approved	ANHX
ANK1	approved	ANK1
ANK2	approved	ANK2
ANK2-AS1	approved	ANK2-AS1
ANK2-AS2	approved	ANK2-AS2
ANK3	approved	ANK3
ANK3-DT	approved	ANK3-DT
ANKAR	approved	ANKAR
ANKDD1A	approved	ANKDD1A
ANKDD1B	approved	ANKDD1B
ANKEF1	approved	ANKEF1
ANKFN1	approved	ANKFN1
ANKFY1	approved	ANKFY1
ANKH	approved	ANKH
ANKH-AS1	approved	ANKH-AS1
ANKH-DT	approved	ANKH-DT
ANKHD1	approved	ANKHD1
ANKHD1-DT	approved	ANKHD1-DT
ANKHD1-EIF4EBP3	approved	ANKHD1-EIF4EBP3
ANKIB1	approved	ANKIB1
ANKK1	approved	ANKK1
ANKLE1	approved	ANKLE1
ANKLE2	approved	ANKLE2
ANKMY1	approved	ANKMY1
ANKMY2	approved	ANKMY2
ANKRA2	approved	ANKRA2
ANKRD1	approved	ANKRD1
ANKRD10	approved	ANKRD10
ANKRD10-IT1	approved	ANKRD10-IT1
ANKRD11	approved	ANKRD11
ANKRD11P1	approved	ANKRD11P1
ANKRD11P2	approved	ANKRD11P2
ANKRD12	approved	ANKRD12
ANKRD13A	approved	ANKRD13A
ANKRD13B	approved	ANKRD13B
ANKRD13C	approved	ANKRD13C
ANKRD13C-DT	approved	ANKRD13C-DT
ANKRD13D	approved	ANKRD13D
ANKRD16	approved	ANKRD16
ANKRD17	approved	ANKRD17
ANKRD17-AS1	approved	ANKRD17-AS1
ANKRD17-DT	approved	ANKRD17-DT
ANKRD18A	approved	ANKRD18A
ANKRD18B	approved	ANKRD18B
ANKRD18CP	approved	ANKRD18CP
ANKRD18DP	approved	ANKRD18DP
ANKRD18EP	approved	ANKRD18EP
ANKRD18FP	approved	ANKRD18FP
ANKRD19P	approved	ANKRD19P
ANKRD2	approved	ANKRD2
ANKRD20A1	approved	ANKRD20A1
ANKRD20A10P	approved	ANKRD20A10P
ANKRD20A11P	approved	ANKRD20A11P
ANKRD20A12P	approved	ANKRD20A12P
ANKRD20A13P	approved	ANKRD20A13P
ANKRD20A14P	approved	ANKRD20A14P
ANKRD20A15P	approved	ANKRD20A15P
ANKRD20A16P	approved	ANKRD20A16P
ANKRD20A17P	approved	ANKRD20A17P
ANKRD20A18P	approved	ANKRD20A18P
ANKRD20A19P	approved	ANKRD20A19P
ANKRD20A20P	approved	ANKRD20A20P
ANKRD20A21P	approved	ANKRD20A21P
ANKRD20A2P	approved	ANKRD20A2P
ANKRD20A3P	approved	ANKRD20A3P
ANKRD20A4P	approved	ANKRD20A4P
ANKRD20A5P	approved	ANKRD20A5P
ANKRD20A6P	approved	ANKRD20A6P
ANKRD20A7P	approved	ANKRD20A7P
ANKRD20A8P	approved	ANKRD20A8P
ANKRD20A9P	approved	ANKRD20A9P
ANKRD22	approved	ANKRD22
ANKRD23	approved	ANKRD23
ANKRD24	approved	ANKRD24
ANKRD26	approved	ANKRD26
ANKRD26P1	approved	ANKRD26P1
ANKRD26P2	approved	ANKRD26P2
ANKRD26P3	approved	ANKRD26P3
ANKRD26P4	approved	ANKRD26P4
ANKRD27	approved	ANKRD27
ANKRD27-AS1	approved	ANKRD27-AS1
ANKRD28	approved	ANKRD28
ANKRD29	approved	ANKRD29
ANKRD30A	approved	ANKRD30A
ANKRD30B	approved	ANKRD30B
ANKRD30BL	approved	ANKRD30BL
ANKRD30BP1	approved	ANKRD30BP1
ANKRD30BP2	approved	ANKRD30BP2
ANKRD30BP3	approved	ANKRD30BP3
ANKRD30BP4	approved	ANKRD30BP4
ANKRD30BP5	approved	ANKRD30BP5
ANKRD30BP6	approved	ANKRD30BP6
ANKRD31	approved	ANKRD31
ANKRD31-DT	approved	ANKRD31-DT
ANKRD33	approved	ANKRD33
ANKRD33B	approved	ANKRD33B
ANKRD33B-AS1	approved	ANKRD33B-AS1
ANKRD33BP1	approved	ANKRD33BP1
ANKRD33BP10	approved	ANKRD33BP10
ANKRD33BP2	approved	ANKRD33BP2
ANKRD33BP3	approved	ANKRD33BP3
ANKRD33BP4	approved	ANKRD33BP4
ANKRD33BP5	approved	ANKRD33BP5
ANKRD33BP6	approved	ANKRD33BP6
ANKRD33BP7	approved	ANKRD33BP7
ANKRD33BP8	approved	ANKRD33BP8
ANKRD33BP9	approved	ANKRD33BP9
ANKRD34A	approved	ANKRD34A
ANKRD34B	approved	ANKRD34B
ANKRD34C	approved	ANKRD34C
ANKRD34C-AS1	approved	ANKRD34C-AS1
ANKRD35	approved	ANKRD35
ANKRD35-DT	approved	ANKRD35-DT
ANKRD36	approved	ANKRD36
ANKRD36B	approved	ANKRD36B
ANKRD36BP1	approved	ANKRD36BP1
ANKRD36BP2	approved	ANKRD36BP2
ANKRD36C	approved	ANKRD36C
ANKRD36P1	approved	ANKRD36P1
ANKRD36P2	approved	ANKRD36P2
ANKRD37	approved	ANKRD37
ANKRD39	approved	ANKRD39
ANKRD39P1	approved	ANKRD39P1
ANKRD40	approved	ANKRD40
ANKRD40CL	approved	ANKRD40CL
ANKRD42	approved	ANKRD42
ANKRD42-DT	approved	ANKRD42-DT
ANKRD44	approved	ANKRD44
ANKRD44-AS1	approved	ANKRD44-AS1
ANKRD44-DT	approved	ANKRD44-DT
ANKRD44-IT1	approved	ANKRD44-IT1
ANKRD45	approved	ANKRD45
ANKRD46	approved	ANKRD46
ANKRD49	approved	ANKRD49
ANKRD49P1	approved	ANKRD49P1
ANKRD49P2	approved	ANKRD49P2
ANKRD49P3	approved	ANKRD49P3
ANKRD49P4	approved	ANKRD49P4
ANKRD50	approved	ANKRD50
ANKRD52	approved	ANKRD52
ANKRD53	approved	ANKRD53
ANKRD54	approved	ANKRD54
ANKRD54P1	approved	ANKRD54P1
ANKRD55	approved	ANKRD55
ANKRD55-AS1	approved	ANKRD55-AS1
ANKRD6	approved	ANKRD6
ANKRD6-AS1	approved	ANKRD6-AS1
ANKRD60	approved	ANKRD60
ANKRD61	approved	ANKRD61
ANKRD62	approved	ANKRD62
ANKRD62P1	approved	ANKRD62P1
ANKRD62P1-PARP4P3	approved	ANKRD62P1-PARP4P3
ANKRD63	approved	ANKRD63
ANKRD65	approved	ANKRD65
ANKRD65-AS1	approved	ANKRD65-AS1
ANKRD66	approved	ANKRD66
ANKRD7	approved	ANKRD7
ANKRD9	approved	ANKRD9
ANKS1A	approved	ANKS1A
ANKS1B	approved	ANKS1B
ANKS3	approved	ANKS3
ANKS4B	approved	ANKS4B
ANKS6	approved	ANKS6
ANKUB1	approved	ANKUB1
ANKZF1	approved	ANKZF1
ANLN	approved	ANLN
ANO1	approved	ANO1
ANO1-AS1	approved	ANO1-AS1
ANO10	approved	ANO10
ANO2	approved	ANO2
ANO3	approved	ANO3
ANO3-AS1	approved	ANO3-AS1
ANO4	approved	ANO4
ANO5	approved	ANO5
ANO6	approved	ANO6
ANO7	approved	ANO7
ANO7L1	approved	ANO7L1
ANO8	approved	ANO8
ANO9	approved	ANO9
ANOS1	approved	ANOS1
ANOS2P	approved	ANOS2P
ANP32A	approved	ANP32A
ANP32A-IT1	approved	ANP32A-IT1
ANP32AP1	approved	ANP32AP1
ANP32B	approved	ANP32B
ANP32BP1	approved	ANP32BP1
ANP32BP2	approved	ANP32BP2
ANP32BP3	approved	ANP32BP3
ANP32CP	approved	ANP32CP
ANP32D	approved	ANP32D
ANP32E	approved	ANP32E
ANPEP	approved	ANPEP
ANTKMT	approved	ANTKMT
ANTXR1	approved	ANTXR1
ANTXR2	approved	ANTXR2
ANTXRL	approved	ANTXRL
ANTXRLP1	approved	ANTXRLP1
ANXA1	approved	ANXA1
ANXA10	approved	ANXA10
ANXA10-AS1	approved	ANXA10-AS1
ANXA11	approved	ANXA11
ANXA13	approved	ANXA13
ANXA2	approved	ANXA2
ANXA2P1	approved	ANXA2P1
ANXA2P2	approved	ANXA2P2
ANXA2P3	approved	ANXA2P3
ANXA2R	approved	ANXA2R
ANXA2R-AS1	approved	ANXA2R-AS1
ANXA2R-OT1	approved	ANXA2R-OT1
ANXA3	approved	ANXA3
ANXA4	approved	ANXA4
ANXA5	approved	ANXA5
ANXA6	approved	ANXA6
ANXA7	approved	ANXA7
ANXA8	approved	ANXA8
ANXA8L1	approved	ANXA8L1
ANXA9	approved	ANXA9
AOAH	approved	AOAH
AOAH-IT1	approved	AOAH-IT1
AOC1	approved	AOC1
AOC2	approved	AOC2
AOC3	approved	AOC3
AOC4P	approved	AOC4P
AOPEP	approved	AOPEP
AOPEP-AS1	approved	AOPEP-AS1
AOX1	approved	AOX1
AOX2P	approved	AOX2P
AOX3P	approved	AOX3P
AOX3P-AOX2P	approved	AOX3P-AOX2P
AP1AR	approved	AP1AR
AP1AR-DT	approved	AP1AR-DT
AP1B1	approved	AP1B1
AP1B1P1	approved	AP1B1P1
AP1B1P2	approved	AP1B1P2
AP1G1	approved	AP1G1
AP1G2	approved	AP1G2
AP1G2-AS1	approved	AP1G2-AS1
AP1M1	approved	AP1M1
AP1M2	approved	AP1M2
AP1M2P1	approved	AP1M2P1
AP1S1	approved	AP1S1
AP1S2	approved	AP1S2
AP1S2P1	approved	AP1S2P1
AP1S2P2	approved	AP1S2P2
AP1S3	approved	AP1S3
AP2A1	approved	AP2A1
AP2A2	approved	AP2A2
AP2B1	approved	AP2B1
AP2B1P1	approved	AP2B1P1
AP2M1	approved	AP2M1
AP2S1	approved	AP2S1
AP3B1	approved	AP3B1
AP3B2	approved	AP3B2
AP3D1	approved	AP3D1
AP3M1	approved	AP3M1
AP3M2	approved	AP3M2
AP3S1	approved	AP3S1
AP3S1P1	approved	AP3S1P1
AP3S1P2	approved	AP3S1P2
AP3S1P3	approved	AP3S1P3
AP3S2	approved	AP3S2
AP4B1	approved	AP4B1
AP4B1-AS1	approved	AP4B1-AS1
AP4E1	approved	AP4E1
AP4M1	approved	AP4M1
AP4S1	approved	AP4S1
AP5B1	approved	AP5B1
AP5M1	approved	AP5M1
AP5S1	approved	AP5S1
AP5Z1	approved	AP5Z1
APAF1	approved	APAF1
APBA1	approved	APBA1
APBA2	approved	APBA2
APBA3	approved	APBA3
APBB1	approved	APBB1
APBB1IP	approved	APBB1IP
APBB2	approved	APBB2
APBB2-AS1	approved	APBB2-AS1
APBB3	approved	APBB3
APC	approved	APC
APC2	approved	APC2
APC2-AS1	approved	APC2-AS1
APCDD1	approved	APCDD1
APCDD1L	approved	APCDD1L
APCDD1L-DT	approved	APCDD1L-DT
APCS	approved	APCS
APEH	approved	APEH
APELA	approved	APELA
APEX1	approved	APEX1
APEX2	approved	APEX2
APH1A	approved	APH1A
APH1B	approved	APH1B
API5	approved	API5
API5P1	approved	API5P1
API5P2	approved	API5P2
APIP	approved	APIP
APLF	approved	APLF
APLN	approved	APLN
APLNR	approved	APLNR
APLP1	approved	APLP1
APLP2	approved	APLP2
APMAP	approved	APMAP
APOA1	approved	APOA1
APOA1-AS	approved	APOA1-AS
APOA2	approved	APOA2
APOA4	approved	APOA4
APOA5	approved	APOA5
APOB	approved	APOB
APOBEC1	approved	APOBEC1
APOBEC2	approved	APOBEC2
APOBEC3A	approved	APOBEC3A
APOBEC3AP1	approved	APOBEC3AP1
APOBEC3A_B	approved	APOBEC3A_B
APOBEC3B	approved	APOBEC3B
APOBEC3B-AS1	approved	APOBEC3B-AS1
APOBEC3C	approved	APOBEC3C
APOBEC3D	approved	APOBEC3D
APOBEC3F	approved	APOBEC3F
APOBEC3G	approved	APOBEC3G
APOBEC3H	approved	APOBEC3H
APOBEC4	approved	APOBEC4
APOBR	approved	APOBR
APOC1	approved	APOC1
APOC1P1	approved	APOC1P1
APOC2	approved	APOC2
APOC3	approved	APOC3
APOC4	approved	APOC4
APOC4-APOC2	approved	APOC4-APOC2
APOD	approved	APOD
APOE	approved	APOE
APOF	approved	APOF
APOH	approved	APOH
APOL1	approved	APOL1
APOL2	approved	APOL2
APOL3	approved	APOL3
APOL4	approved	APOL4
APOL5	approved	APOL5
APOL6	approved	APOL6
APOLD1	approved	APOLD1
APOLTP	approved	APOLTP
APOM	approved	APOM
APONP	approved	APONP
APOO	approved	APOO
APOOL	approved	APOOL
APOOP1	approved	APOOP1
APOOP2	approved	APOOP2
APOOP3	approved	APOOP3
APOOP4	approved	APOOP4
APOOP5	approved	APOOP5
APP	approved	APP
APP-DT	approved	APP-DT
APPAT	approved	APPAT
APPBP2	approved	APPBP2
APPBP2-DT	approved	APPBP2-DT
APPL1	approved	APPL1
APPL2	approved	APPL2
APRG1	approved	APRG1
APRT	approved	APRT
APTR	approved	APTR
APTX	approved	APTX
AQP1	approved	AQP1
AQP10	approved	AQP10
AQP11	approved	AQP11
AQP12A	approved	AQP12A
AQP12B	approved	AQP12B
AQP2	approved	AQP2
AQP3	approved	AQP3
AQP4	approved	AQP4
AQP4-AS1	approved	AQP4-AS1
AQP5	approved	AQP5
AQP5-AS1	approved	AQP5-AS1
AQP6	approved	AQP6
AQP7	approved	AQP7
AQP7B	approved	AQP7B
AQP7P1	approved	AQP7P1
AQP7P2	approved	AQP7P2
AQP7P3	approved	AQP7P3
AQP7P4	approved	AQP7P4
AQP7P5	approved	AQP7P5
AQP8	approved	AQP8
AQP9	approved	AQP9
AQR	approved	AQR
AR	approved	AR
ARAF	approved	ARAF
ARAFP1	approved	ARAFP1
ARAFP2	approved	ARAFP2
ARAFP3	approved	ARAFP3
ARAP1	approved	ARAP1
ARAP1-AS1	approved	ARAP1-AS1
ARAP1-AS2	approved	ARAP1-AS2
ARAP2	approved	ARAP2
ARAP2-AS1	approved	ARAP2-AS1
ARAP3	approved	ARAP3
ARAP3-DT	approved	ARAP3-DT
ARB2A	approved	ARB2A
ARB2A-AS1	approved	ARB2A-AS1
ARB2A-AS2	approved	ARB2A-AS2
ARB2A-DT	approved	ARB2A-DT
ARB2BP	approved	ARB2BP
ARC	approved	ARC
ARCN1	approved	ARCN1
AREG	approved	AREG
AREL1	approved	AREL1
ARF1	approved	ARF1
ARF1P1	approved	ARF1P1
ARF1P2	approved	ARF1P2
ARF1P3	approved	ARF1P3
ARF2P	approved	ARF2P
ARF3	approved	ARF3
ARF4	approved	ARF4
ARF4-AS1	approved	ARF4-AS1
ARF4P1	approved	ARF4P1
ARF4P2	approved	ARF4P2
ARF4P3	approved	ARF4P3
ARF4P4	approved	ARF4P4
ARF4P5	approved	ARF4P5
ARF5	approved	ARF5
ARF6	approved	ARF6
ARFGAP1	approved	ARFGAP1
ARFGAP2	approved	ARFGAP2
ARFGAP3	approved	ARFGAP3
ARFGEF1	approved	ARFGEF1
ARFGEF1-DT	approved	ARFGEF1-DT
ARFGEF2	approved	ARFGEF2
ARFGEF3	approved	ARFGEF3
ARFIP1	approved	ARFIP1
ARFIP2	approved	ARFIP2
ARFRP1	approved	ARFRP1
ARG1	approved	ARG1
ARG2	approved	ARG2
ARG2P1	approved	ARG2P1
ARGFX	approved	ARGFX
ARGFXP1	approved	ARGFXP1
ARGFXP2	approved	ARGFXP2
ARGLU1	approved	ARGLU1
ARGLU1-DT	approved	ARGLU1-DT
ARHGAP1	approved	ARHGAP1
ARHGAP10	approved	ARHGAP10
ARHGAP11A	approved	ARHGAP11A
ARHGAP11A-DT	approved	ARHGAP11A-DT
ARHGAP11A-SCG5	approved	ARHGAP11A-SCG5
ARHGAP11B	approved	ARHGAP11B
ARHGAP11B-DT	approved	ARHGAP11B-DT
ARHGAP12	approved	ARHGAP12
ARHGAP15	approved	ARHGAP15
ARHGAP15-AS1	approved	ARHGAP15-AS1
ARHGAP16P	approved	ARHGAP16P
ARHGAP17	approved	ARHGAP17
ARHGAP18	approved	ARHGAP18
ARHGAP19	approved	ARHGAP19
ARHGAP19-SLIT1	approved	ARHGAP19-SLIT1
ARHGAP20	approved	ARHGAP20
ARHGAP21	approved	ARHGAP21
ARHGAP22	approved	ARHGAP22
ARHGAP22-IT1	approved	ARHGAP22-IT1
ARHGAP23	approved	ARHGAP23
ARHGAP23P1	approved	ARHGAP23P1
ARHGAP24	approved	ARHGAP24
ARHGAP24-AS1	approved	ARHGAP24-AS1
ARHGAP25	approved	ARHGAP25
ARHGAP26	approved	ARHGAP26
ARHGAP26-AS1	approved	ARHGAP26-AS1
ARHGAP26-IT1	approved	ARHGAP26-IT1
ARHGAP27	approved	ARHGAP27
ARHGAP27P1	approved	ARHGAP27P1
ARHGAP27P1-BPTFP1-KPNA2P3	approved	ARHGAP27P1-BPTFP1-KPNA2P3
ARHGAP27P2	approved	ARHGAP27P2
ARHGAP28	approved	ARHGAP28
ARHGAP28-AS1	approved	ARHGAP28-AS1
ARHGAP29	approved	ARHGAP29
ARHGAP29-AS1	approved	ARHGAP29-AS1
ARHGAP30	approved	ARHGAP30
ARHGAP31	approved	ARHGAP31
ARHGAP31-AS1	approved	ARHGAP31-AS1
ARHGAP32	approved	ARHGAP32
ARHGAP33	approved	ARHGAP33
ARHGAP35	approved	ARHGAP35
ARHGAP36	approved	ARHGAP36
ARHGAP39	approved	ARHGAP39
ARHGAP4	approved	ARHGAP4
ARHGAP40	approved	ARHGAP40
ARHGAP42	approved	ARHGAP42
ARHGAP42-AS1	approved	ARHGAP42-AS1
ARHGAP42P1	approved	ARHGAP42P1
ARHGAP42P2	approved	ARHGAP42P2
ARHGAP42P3	approved	ARHGAP42P3
ARHGAP42P4	approved	ARHGAP42P4
ARHGAP42P5	approved	ARHGAP42P5
ARHGAP44	approved	ARHGAP44
ARHGAP44-AS1	approved	ARHGAP44-AS1
ARHGAP45	approved	ARHGAP45
ARHGAP5	approved	ARHGAP5
ARHGAP5-AS1	approved	ARHGAP5-AS1
ARHGAP6	approved	ARHGAP6
ARHGAP8	approved	ARHGAP8
ARHGAP9	approved	ARHGAP9
ARHGDIA	approved	ARHGDIA
ARHGDIB	approved	ARHGDIB
ARHGDIG	approved	ARHGDIG
ARHGEF1	approved	ARHGEF1
ARHGEF10	approved	ARHGEF10
ARHGEF10L	approved	ARHGEF10L
ARHGEF11	approved	ARHGEF11
ARHGEF12	approved	ARHGEF12
ARHGEF15	approved	ARHGEF15
ARHGEF16	approved	ARHGEF16
ARHGEF17	approved	ARHGEF17
ARHGEF17-AS1	approved	ARHGEF17-AS1
ARHGEF18	approved	ARHGEF18
ARHGEF18-AS1	approved	ARHGEF18-AS1
ARHGEF19	approved	ARHGEF19
ARHGEF2	approved	ARHGEF2
ARHGEF2-AS1	approved	ARHGEF2-AS1
ARHGEF2-AS2	approved	ARHGEF2-AS2
ARHGEF25	approved	ARHGEF25
ARHGEF25-AS1	approved	ARHGEF25-AS1
ARHGEF26	approved	ARHGEF26
ARHGEF26-AS1	approved	ARHGEF26-AS1
ARHGEF28	approved	ARHGEF28
ARHGEF28-AS1	approved	ARHGEF28-AS1
ARHGEF28-AS2	approved	ARHGEF28-AS2
ARHGEF28-AS3	approved	ARHGEF28-AS3
ARHGEF28P1	approved	ARHGEF28P1
ARHGEF3	approved	ARHGEF3
ARHGEF3-AS1	approved	ARHGEF3-AS1
ARHGEF33	approved	ARHGEF33
ARHGEF34P	approved	ARHGEF34P
ARHGEF35	approved	ARHGEF35
ARHGEF35-AS1	approved	ARHGEF35-AS1
ARHGEF37	approved	ARHGEF37
ARHGEF38	approved	ARHGEF38
ARHGEF38-DT	approved	ARHGEF38-DT
